,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
4963,1,Malleshwaram,3.0,2215.0,3.0,275.0,738.3333333333334
4965,1,Malleshwaram,3.0,2475.0,4.0,300.0,825.0
4966,1,Malleshwaram,3.0,2345.0,2.0,293.0,781.6666666666666
4968,1,Malleshwaram,3.0,2215.0,4.0,310.0,738.3333333333334
4969,1,Malleshwaram,1.0,480.0,1.0,60.0,480.0
4971,1,Malleshwaram,3.0,2475.0,4.0,326.0,825.0
4972,1,Malleshwaram,3.0,2476.0,3.0,337.0,825.3333333333334
4975,1,Malleshwaram,3.0,2050.0,4.0,270.0,683.3333333333334
4977,1,Malleshwaram,1.0,620.0,1.0,86.8,620.0
4978,1,Malleshwaram,2.0,600.0,1.0,68.0,300.0
4979,1,Malleshwaram,3.0,2475.0,4.0,337.0,825.0
4980,1,Malleshwaram,3.0,2215.0,3.0,275.0,738.3333333333334
4981,1,Malleshwaram,3.0,2215.0,3.0,330.0,738.3333333333334
4984,1,Malleshwaram,2.0,600.0,1.0,90.0,300.0
4985,1,Malleshwaram,3.0,2200.0,3.0,275.0,733.3333333333334
4986,1,Malleshwaram,3.0,2475.0,4.0,326.0,825.0
4988,1,Malleshwaram,3.0,2475.0,4.0,340.0,825.0
4989,1,Malleshwaram,2.0,1400.0,2.0,190.0,700.0
4990,1,Malleshwaram,3.0,2475.0,4.0,300.0,825.0
4991,1,Malleshwaram,3.0,2400.0,3.0,380.0,800.0
4992,1,Malleshwaram,1.0,580.0,1.0,45.0,580.0
4999,1,Marathahalli,3.0,1933.0,3.0,140.0,644.3333333333334
5001,1,Marathahalli,2.0,1230.0,2.0,80.0,615.0
5002,1,Marathahalli,4.0,3800.0,4.0,250.0,950.0
5005,1,Marathahalli,4.0,2181.0,3.0,152.0,545.25
5012,1,Marathahalli,3.0,1610.0,3.0,90.0,536.6666666666666
5015,0,Marathahalli,3.0,1469.0,3.0,89.0,489.6666666666667
5020,1,Marathahalli,4.0,2519.0,5.0,185.0,629.75
5023,1,Marathahalli,3.0,1583.0,3.0,105.0,527.6666666666666
5024,1,Marathahalli,4.0,2524.0,5.0,190.0,631.0
5031,1,Marathahalli,3.0,1900.0,3.0,123.0,633.3333333333334
5041,1,Marathahalli,2.0,1325.0,1.0,92.0,662.5
5042,1,Marathahalli,3.0,1525.0,3.0,90.0,508.3333333333333
5043,1,Marathahalli,3.0,1937.0,3.0,140.0,645.6666666666666
5044,1,Marathahalli,3.0,1550.0,3.0,83.0,516.6666666666666
5051,0,Marathahalli,1.0,607.0,1.0,35.0,607.0
5052,1,Marathahalli,3.0,1583.0,3.0,109.0,527.6666666666666
5054,1,Marathahalli,2.0,1360.0,2.0,103.0,680.0
5057,0,Marathahalli,1.0,615.0,1.0,44.0,615.0
5058,1,Marathahalli,3.0,1595.0,3.0,90.0,531.6666666666666
5059,1,Marathahalli,2.0,1350.0,2.0,89.0,675.0
5062,1,Marathahalli,1.0,780.0,1.0,55.0,780.0
5063,1,Marathahalli,3.0,1710.0,3.0,100.0,570.0
5067,1,Marathahalli,3.0,1730.0,3.0,110.0,576.6666666666666
5068,1,Marathahalli,3.0,1583.0,3.0,115.0,527.6666666666666
5080,1,Marathahalli,3.0,1710.0,3.0,100.0,570.0
5081,1,Marathahalli,3.0,1680.0,3.0,105.0,560.0
5082,1,Marathahalli,3.0,1910.0,3.0,119.0,636.6666666666666
5083,1,Marathahalli,2.0,1602.0,2.0,104.0,801.0
5084,0,Marathahalli,1.0,700.0,1.0,38.0,700.0
5085,0,Marathahalli,3.0,1469.0,3.0,89.0,489.6666666666667
5087,1,Marathahalli,3.0,1690.0,3.0,116.0,563.3333333333334
5089,1,Marathahalli,3.0,1693.0,3.0,125.0,564.3333333333334
5090,1,Marathahalli,3.0,1693.0,3.0,125.0,564.3333333333334
5092,1,Marathahalli,3.0,1595.0,3.0,88.0,531.6666666666666
5093,0,Marathahalli,3.0,2122.0,3.0,125.0,707.3333333333334
5094,1,Marathahalli,3.0,1730.0,3.0,115.0,576.6666666666666
5098,1,Marathahalli,3.0,1950.0,3.0,115.0,650.0
5101,1,Marathahalli,2.0,1350.0,2.0,90.0,675.0
5103,1,Marathahalli,4.0,2500.0,5.0,175.0,625.0
5108,1,Marathahalli,4.0,3400.0,4.0,235.0,850.0
5109,1,Marathahalli,2.0,1350.0,2.0,99.0,675.0
5112,1,Marathahalli,4.0,2500.0,5.0,181.0,625.0
5113,1,Marathahalli,4.0,3800.0,4.0,235.0,950.0
5114,1,Marathahalli,4.0,3951.0,4.0,230.0,987.75
5116,1,Marathahalli,3.0,1700.0,3.0,126.0,566.6666666666666
5121,1,Marathahalli,3.0,1550.0,3.0,85.0,516.6666666666666
5125,1,Marathahalli,1.0,1100.0,2.0,75.0,1100.0
5127,0,Marathahalli,4.0,2524.0,5.0,180.0,631.0
5129,1,Marathahalli,3.0,1839.0,3.0,130.0,613.0
5130,0,Marathahalli,2.0,1170.0,2.0,85.0,585.0
5132,0,Marathahalli,3.0,1108.0,2.0,60.0,369.3333333333333
5133,1,Marathahalli,3.0,1449.0,3.0,110.0,483.0
5134,1,Marathahalli,2.0,1360.0,2.0,101.0,680.0
5142,1,Marathahalli,3.0,1485.0,2.0,90.0,495.0
5144,1,Margondanahalli,2.0,1090.0,2.0,58.0,545.0
5145,1,Margondanahalli,2.0,1200.0,2.0,58.5,600.0
5146,1,Margondanahalli,2.0,1200.0,2.0,67.0,600.0
5148,1,Margondanahalli,2.0,1000.0,2.0,57.0,500.0
5150,1,Margondanahalli,2.0,600.0,2.0,35.0,300.0
5151,0,Margondanahalli,2.0,1200.0,2.0,69.0,600.0
5152,1,Margondanahalli,2.0,900.0,2.0,49.0,450.0
5153,1,Margondanahalli,2.0,1140.0,2.0,60.0,570.0
5154,1,Margondanahalli,2.0,1100.0,2.0,55.0,550.0
5155,1,Margondanahalli,2.0,1152.0,1.0,66.0,576.0
5157,1,Margondanahalli,2.0,1200.0,2.0,65.0,600.0
5158,0,Margondanahalli,2.0,1050.0,2.0,58.0,525.0
5159,1,Margondanahalli,2.0,1160.0,2.0,65.0,580.0
5160,0,Margondanahalli,2.0,1334.0,2.0,67.76,667.0
5161,1,Marsur,4.0,1800.0,4.0,145.0,450.0
5162,1,Marsur,3.0,1200.0,3.0,90.0,400.0
5163,1,Marsur,3.0,1200.0,3.0,120.0,400.0
5164,1,Mico Layout,9.0,5000.0,9.0,210.0,555.5555555555555
5165,1,Mico Layout,3.0,1550.0,2.0,65.0,516.6666666666666
5166,1,Mico Layout,2.0,1125.0,2.0,40.0,562.5
5167,1,Mico Layout,2.0,1190.0,2.0,39.25,595.0
5168,1,Mico Layout,1.0,800.0,1.0,29.5,800.0
5170,0,Mico Layout,2.0,1171.0,2.0,39.0,585.5
5171,1,Mico Layout,2.0,1200.0,2.0,53.5,600.0
5173,1,Mico Layout,2.0,1140.0,2.0,43.0,570.0
5174,1,Munnekollal,2.0,1170.0,2.0,52.0,585.0
5175,0,Munnekollal,2.0,1102.0,2.0,53.67,551.0
5176,1,Munnekollal,3.0,1390.0,3.0,68.0,463.3333333333333
5177,1,Munnekollal,2.0,1200.0,2.0,49.5,600.0
5178,0,Munnekollal,2.0,950.0,2.0,46.5,475.0
5179,1,Munnekollal,3.0,1560.0,3.0,75.0,520.0
5180,1,Munnekollal,3.0,1750.0,3.0,86.5,583.3333333333334
5181,0,Munnekollal,3.0,1385.0,2.0,66.5,461.6666666666667
5182,1,Munnekollal,2.0,1080.0,2.0,45.0,540.0
5183,1,Munnekollal,2.0,1170.0,2.0,59.0,585.0
5185,0,Munnekollal,3.0,1200.0,2.0,57.9,400.0
5186,0,Munnekollal,2.0,1030.0,2.0,50.36,515.0
5187,1,Murugeshpalya,2.0,1296.0,2.0,81.0,648.0
5188,1,Murugeshpalya,3.0,1550.0,3.0,74.0,516.6666666666666
5189,1,Murugeshpalya,3.0,1845.0,3.0,91.0,615.0
5190,1,Murugeshpalya,2.0,1185.0,2.0,85.0,592.5
5191,0,Murugeshpalya,2.0,1225.0,2.0,48.0,612.5
5192,1,Murugeshpalya,3.0,1930.0,3.0,75.0,643.3333333333334
5193,1,Murugeshpalya,3.0,1600.0,2.0,65.0,533.3333333333334
5194,1,Murugeshpalya,3.0,1344.0,2.0,56.0,448.0
5195,1,Murugeshpalya,3.0,1500.0,2.0,70.0,500.0
5196,1,Murugeshpalya,3.0,1855.0,3.0,96.0,618.3333333333334
5197,1,Murugeshpalya,2.0,1175.0,2.0,75.0,587.5
5198,1,Mysore Road,2.0,1175.0,2.0,73.5,587.5
5199,0,Mysore Road,3.0,1710.0,4.0,91.31,570.0
5200,1,Mysore Road,2.0,1020.0,2.0,48.95,510.0
5201,0,Mysore Road,2.0,1175.0,2.0,73.5,587.5
5202,1,Mysore Road,2.0,1070.0,2.0,45.0,535.0
5203,1,Mysore Road,2.0,1239.0,2.0,53.0,619.5
5204,1,Mysore Road,2.0,1060.0,2.0,62.0,530.0
5205,0,Mysore Road,2.0,980.0,2.0,45.47,490.0
5206,1,Mysore Road,2.0,883.0,2.0,40.0,441.5
5207,1,Mysore Road,3.0,1525.0,3.0,96.0,508.3333333333333
5208,0,Mysore Road,2.0,1200.0,2.0,65.0,600.0
5212,1,Mysore Road,2.0,883.0,2.0,40.95,441.5
5213,0,Mysore Road,2.0,1070.0,2.0,49.65,535.0
5215,1,Mysore Road,2.0,883.0,2.0,50.0,441.5
5216,1,Mysore Road,2.0,1155.0,2.0,51.0,577.5
5217,1,Mysore Road,2.0,1003.0,2.0,43.0,501.5
5218,1,Mysore Road,2.0,1237.0,2.0,73.0,618.5
5219,1,Mysore Road,2.0,883.0,2.0,45.0,441.5
5220,1,Mysore Road,2.0,1170.0,2.0,65.0,585.0
5221,0,Mysore Road,2.0,1029.5,2.0,50.855,514.75
5222,0,Mysore Road,2.0,940.0,2.0,43.61,470.0
5224,1,Mysore Road,2.0,1020.0,2.0,48.95,510.0
5225,1,Mysore Road,3.0,1568.0,2.0,100.0,522.6666666666666
5227,0,Mysore Road,3.0,1560.0,2.0,83.3,520.0
5228,1,Mysore Road,2.0,1175.0,2.0,70.5,587.5
5229,1,Mysore Road,3.0,1080.0,2.0,60.0,360.0
5231,0,Mysore Road,2.0,883.0,2.0,37.0,441.5
5233,1,NGR Layout,2.0,1020.0,2.0,45.9,510.0
5234,1,NGR Layout,2.0,1105.0,2.0,49.73,552.5
5235,1,NGR Layout,2.0,1022.0,2.0,45.9,511.0
5236,1,NGR Layout,2.0,1020.0,2.0,45.0,510.0
5237,1,NGR Layout,2.0,1019.0,2.0,45.9,509.5
5238,1,NGR Layout,2.0,1020.0,2.0,46.0,510.0
5239,1,NGR Layout,2.0,1021.0,2.0,46.0,510.5
5240,1,NGR Layout,2.0,1021.0,2.0,45.9,510.5
5241,1,NRI Layout,3.0,1565.0,2.0,75.0,521.6666666666666
5242,1,NRI Layout,5.0,2500.0,5.0,130.0,500.0
5243,0,NRI Layout,2.0,1125.0,2.0,45.56,562.5
5244,1,NRI Layout,4.0,2150.0,4.0,115.0,537.5
5245,1,NRI Layout,2.0,1250.0,2.0,75.0,625.0
5246,1,NRI Layout,3.0,1789.0,3.0,75.0,596.3333333333334
5247,1,NRI Layout,3.0,1731.0,3.0,64.11,577.0
5248,1,NRI Layout,2.0,2400.0,2.0,125.0,1200.0
5250,1,Nagarbhavi,3.0,1350.0,3.0,150.0,450.0
5251,1,Nagarbhavi,2.0,1200.0,2.0,150.0,600.0
5253,1,Nagarbhavi,3.0,2400.0,3.0,160.0,800.0
5254,1,Nagarbhavi,1.0,884.0,2.0,36.0,884.0
5255,1,Nagarbhavi,2.0,1055.0,2.0,55.0,527.5
5257,1,Nagarbhavi,2.0,1223.0,2.0,60.0,611.5
5258,1,Nagarbhavi,2.0,956.0,2.0,49.0,478.0
5260,1,Nagarbhavi,2.0,1200.0,2.0,150.0,600.0
5263,1,Nagarbhavi,2.0,1145.0,2.0,40.0,572.5
5264,1,Nagarbhavi,1.0,300.0,1.0,20.0,300.0
5265,1,Nagarbhavi,4.0,1250.0,3.0,175.0,312.5
5266,1,Nagarbhavi,1.0,710.0,2.0,40.0,710.0
5268,1,Nagarbhavi,2.0,1212.0,2.0,50.0,606.0
5269,1,Nagarbhavi,2.0,1020.0,2.0,55.0,510.0
5271,1,Nagarbhavi,2.0,1120.0,2.0,53.0,560.0
5273,1,Nagarbhavi,2.0,1146.0,2.0,50.0,573.0
5275,1,Nagarbhavi,2.0,1190.0,2.0,63.0,595.0
5277,1,Nagarbhavi,2.0,1050.0,2.0,80.0,525.0
5278,1,Nagarbhavi,5.0,2500.0,3.0,180.0,500.0
5280,1,Nagarbhavi,2.0,1250.0,3.0,170.0,625.0
5282,1,Nagarbhavi,3.0,1400.0,2.0,135.0,466.6666666666667
5284,1,Nagarbhavi,2.0,1100.0,2.0,46.2,550.0
5285,1,Nagarbhavi,2.0,1080.0,2.0,49.0,540.0
5286,1,Nagarbhavi,4.0,1800.0,3.0,180.0,450.0
5287,1,Nagarbhavi,2.0,1225.0,2.0,58.0,612.5
5288,1,Nagasandra,2.0,980.0,2.0,48.0,490.0
5289,1,Nagasandra,4.0,2400.0,4.0,145.0,600.0
5290,1,Nagasandra,4.0,7000.0,8.0,450.0,1750.0
5291,1,Nagasandra,3.0,1650.0,3.0,95.0,550.0
5292,1,Nagasandra,2.0,1500.0,2.0,91.0,750.0
5293,1,Nagavara,1.0,400.0,1.0,14.0,400.0
5294,1,Nagavara,4.0,2172.65,3.0,120.0,543.1625
5296,1,Nagavara,3.0,2319.0,3.0,180.0,773.0
5297,1,Nagavara,3.0,2430.0,4.0,180.0,810.0
5298,1,Nagavara,2.0,936.0,2.0,40.2,468.0
5299,1,Nagavara,2.0,1125.0,2.0,44.5,562.5
5300,1,Nagavara,2.0,1315.0,2.0,70.0,657.5
5301,1,Nagavara,2.0,1077.0,2.0,50.0,538.5
5302,1,Nagavara,4.0,2496.0,4.0,125.0,624.0
5303,1,Nagavara,2.0,1110.0,2.0,44.95,555.0
5304,1,Nagavara,2.0,1247.0,2.0,58.56,623.5
5305,0,Nagavarapalya,2.0,1392.0,2.0,99.0,696.0
5306,1,Nagavarapalya,1.0,705.0,1.0,52.5,705.0
5307,1,Nagavarapalya,3.0,1300.0,3.0,80.0,433.3333333333333
5308,1,Nagavarapalya,1.0,705.0,1.0,57.0,705.0
5309,1,Nagavarapalya,1.0,705.0,1.0,55.0,705.0
5310,0,Nagavarapalya,1.0,705.0,1.0,57.0,705.0
5311,1,Nagavarapalya,2.0,1335.0,2.0,110.0,667.5
5312,1,Nagavarapalya,2.0,1260.0,2.0,85.5,630.0
5313,1,Narayanapura,2.0,1308.0,2.0,89.04,654.0
5314,1,Narayanapura,3.0,1566.0,3.0,83.3,522.0
5315,1,Narayanapura,3.0,1485.0,3.0,85.0,495.0
5316,1,Narayanapura,2.0,1302.0,2.0,69.1,651.0
5317,1,Narayanapura,2.0,1308.0,2.0,89.04,654.0
5318,1,Narayanapura,3.0,2357.0,3.0,135.0,785.6666666666666
5319,1,Narayanapura,3.0,2357.0,3.0,135.0,785.6666666666666
5320,1,Narayanapura,2.0,1469.0,2.0,99.14,734.5
5321,1,Neeladri Nagar,2.0,1053.0,2.0,45.0,526.5
5322,1,Neeladri Nagar,2.0,1363.0,2.0,68.0,681.5
5323,1,Neeladri Nagar,3.0,2556.0,3.0,133.0,852.0
5324,1,Neeladri Nagar,1.0,674.0,1.0,21.0,674.0
5325,1,Neeladri Nagar,1.0,527.0,1.0,26.0,527.0
5327,1,Neeladri Nagar,2.0,1060.0,2.0,35.0,530.0
5328,1,Neeladri Nagar,1.0,640.0,1.0,20.5,640.0
5329,1,Neeladri Nagar,10.0,4000.0,12.0,160.0,400.0
5330,0,Neeladri Nagar,2.0,1105.0,2.0,30.0,552.5
5331,1,Neeladri Nagar,2.0,1100.0,2.0,30.0,550.0
5332,1,Neeladri Nagar,3.0,2111.0,3.0,103.0,703.6666666666666
5333,1,Nehru Nagar,3.0,1775.0,3.0,110.0,591.6666666666666
5336,1,Nehru Nagar,2.0,967.0,2.0,41.1,483.5
5337,1,Nehru Nagar,3.0,1374.0,3.0,72.0,458.0
5338,1,Nehru Nagar,3.0,1674.0,3.0,90.0,558.0
5339,1,Nehru Nagar,3.0,1269.0,2.0,63.0,423.0
5340,1,Nehru Nagar,2.0,1100.0,2.0,50.0,550.0
5341,1,Nehru Nagar,3.0,1674.0,3.0,81.0,558.0
5342,1,OMBR Layout,3.0,2420.0,3.0,185.0,806.6666666666666
5343,1,OMBR Layout,2.0,1078.0,2.0,65.0,539.0
5344,1,OMBR Layout,2.0,1101.0,2.0,65.5,550.5
5345,1,OMBR Layout,2.0,1041.0,2.0,65.5,520.5
5346,1,OMBR Layout,2.0,1300.0,2.0,80.0,650.0
5347,1,OMBR Layout,2.0,1085.0,2.0,64.0,542.5
5348,1,OMBR Layout,3.0,1855.0,3.0,145.0,618.3333333333334
5349,1,OMBR Layout,2.0,1050.0,2.0,48.0,525.0
5351,1,OMBR Layout,2.0,1165.0,2.0,88.5,582.5
5352,1,OMBR Layout,2.0,1101.0,2.0,66.0,550.5
5353,1,OMBR Layout,4.0,3400.0,4.0,275.0,850.0
5355,0,Old Airport Road,4.0,2732.0,4.0,204.0,683.0
5357,0,Old Airport Road,4.0,3356.0,4.0,251.0,839.0
5358,1,Old Airport Road,2.0,1206.0,2.0,75.0,603.0
5359,0,Old Airport Road,4.0,2774.0,4.0,207.0,693.5
5360,0,Old Airport Road,4.0,2690.0,4.0,191.0,672.5
5361,0,Old Airport Road,4.0,2690.0,4.0,199.0,672.5
5362,0,Old Airport Road,2.0,1655.0,2.0,97.65,827.5
5363,1,Old Airport Road,2.0,1075.0,2.0,60.0,537.5
5364,1,Old Airport Road,3.0,1858.0,2.0,167.0,619.3333333333334
5365,1,Old Airport Road,2.0,1150.0,2.0,90.0,575.0
5366,0,Old Airport Road,4.0,2690.0,4.0,191.0,672.5
5367,0,Old Airport Road,4.0,2658.0,5.0,187.0,664.5
5368,1,Old Airport Road,2.0,946.0,2.0,58.0,473.0
5369,0,Old Airport Road,4.0,2774.0,4.0,208.0,693.5
5370,0,Old Airport Road,4.0,2774.0,4.0,208.0,693.5
5371,1,Old Airport Road,4.0,3200.0,4.0,280.0,800.0
5372,0,Old Airport Road,4.0,2690.0,4.0,201.0,672.5
5373,1,Old Airport Road,2.0,1145.0,2.0,75.0,572.5
5374,0,Old Airport Road,4.0,2732.0,4.0,194.0,683.0
5375,0,Old Airport Road,4.0,2658.0,5.0,189.0,664.5
5376,0,Old Airport Road,4.0,2774.0,4.0,197.0,693.5
5377,0,Old Airport Road,4.0,3496.0,4.0,262.0,874.0
5378,0,Old Airport Road,4.0,2774.0,4.0,197.0,693.5
5379,0,Old Airport Road,4.0,2732.0,4.0,204.0,683.0
5380,1,Old Airport Road,3.0,1798.0,3.0,150.0,599.3333333333334
5381,0,Old Airport Road,4.0,2774.0,4.0,208.0,693.5
5382,1,Old Airport Road,2.0,1184.0,2.0,78.0,592.0
5383,0,Old Airport Road,4.0,3504.0,4.0,262.0,876.0
5384,1,Old Airport Road,2.0,1055.0,2.0,75.0,527.5
5385,0,Old Madras Road,3.0,1425.0,2.0,94.0,475.0
5386,1,Old Madras Road,4.0,3715.0,6.0,224.5,928.75
5389,0,Old Madras Road,2.0,935.0,2.0,45.0,467.5
5391,1,Old Madras Road,3.0,1720.0,3.0,100.0,573.3333333333334
5392,0,Old Madras Road,2.0,1200.0,2.0,72.0,600.0
5393,0,Old Madras Road,2.0,1225.0,2.0,53.55,612.5
5394,1,Old Madras Road,2.0,1100.0,2.0,70.0,550.0
5395,1,Old Madras Road,3.0,2760.0,5.0,157.0,920.0
5396,0,Old Madras Road,2.0,1171.0,2.0,75.0,585.5
5397,0,Old Madras Road,2.0,935.0,2.0,45.0,467.5
5398,0,Old Madras Road,5.0,4500.0,7.0,294.0,900.0
5400,0,Old Madras Road,2.0,1065.0,2.0,47.86,532.5
5401,1,Old Madras Road,4.0,2010.0,3.0,125.0,502.5
5403,1,Old Madras Road,3.0,1480.0,2.0,84.0,493.3333333333333
5404,1,Old Madras Road,3.0,2990.0,5.0,210.0,996.6666666666666
5405,1,Old Madras Road,2.0,1210.0,2.0,74.0,605.0
5406,1,Old Madras Road,2.0,1171.0,2.0,72.0,585.5
5408,1,Old Madras Road,3.0,1480.0,3.0,95.0,493.3333333333333
5410,1,Old Madras Road,2.0,1210.0,2.0,80.0,605.0
5411,1,Old Madras Road,3.0,1859.0,3.0,121.0,619.6666666666666
5412,1,Old Madras Road,3.0,2990.0,5.0,173.0,996.6666666666666
5415,1,Old Madras Road,3.0,2300.0,3.0,142.0,766.6666666666666
5417,1,Old Madras Road,2.0,1210.0,2.0,80.0,605.0
5418,1,Old Madras Road,2.0,1210.0,2.0,77.0,605.0
5419,0,Old Madras Road,5.0,5020.0,7.0,287.0,1004.0
5421,1,Old Madras Road,2.0,1330.0,2.0,74.0,665.0
5422,1,Old Madras Road,3.0,1720.0,3.0,106.0,573.3333333333334
5423,1,Old Madras Road,3.0,2640.0,5.0,150.0,880.0
5424,1,Old Madras Road,3.0,2990.0,3.0,170.0,996.6666666666666
5426,0,Old Madras Road,2.0,1171.0,2.0,73.0,585.5
5427,1,Old Madras Road,3.0,1630.0,3.0,110.0,543.3333333333334
5428,0,Old Madras Road,2.0,1165.0,2.0,52.0,582.5
5429,0,Old Madras Road,2.0,2640.0,2.0,170.0,1320.0
5430,0,Old Madras Road,2.0,1165.0,2.0,51.42,582.5
5431,1,Padmanabhanagar,2.0,1020.0,2.0,63.0,510.0
5432,1,Padmanabhanagar,2.0,1176.0,2.0,62.0,588.0
5433,1,Padmanabhanagar,2.0,1258.0,2.0,115.0,629.0
5435,1,Padmanabhanagar,2.0,1100.0,2.0,65.0,550.0
5436,1,Padmanabhanagar,4.0,3400.0,3.0,210.0,850.0
5440,1,Padmanabhanagar,3.0,4500.0,4.0,360.0,1500.0
5441,1,Padmanabhanagar,2.0,1200.0,2.0,60.0,600.0
5443,1,Padmanabhanagar,2.0,1000.0,1.0,90.0,500.0
5444,1,Padmanabhanagar,2.0,1067.0,2.0,52.0,533.5
5448,1,Padmanabhanagar,2.0,1100.0,2.0,60.0,550.0
5449,0,Padmanabhanagar,3.0,2051.0,3.0,180.0,683.6666666666666
5450,0,Padmanabhanagar,3.0,2051.0,3.0,170.0,683.6666666666666
5451,1,Pai Layout,2.0,1006.0,2.0,35.0,503.0
5452,1,Pai Layout,3.0,1550.0,2.0,90.0,516.6666666666666
5453,1,Pai Layout,2.0,1050.0,2.0,40.0,525.0
5454,1,Pai Layout,3.0,1400.0,2.0,67.0,466.6666666666667
5455,1,Pai Layout,2.0,1100.0,2.0,50.0,550.0
5456,1,Pai Layout,2.0,1255.0,2.0,80.0,627.5
5457,1,Pai Layout,2.0,1075.0,2.0,35.0,537.5
5458,1,Pai Layout,2.0,1400.0,2.0,57.5,700.0
5459,1,Pai Layout,2.0,1175.0,2.0,60.0,587.5
5460,1,Pai Layout,2.0,810.0,2.0,34.5,405.0
5461,1,Pai Layout,2.0,1000.0,2.0,34.0,500.0
5462,1,Pai Layout,2.0,1000.0,2.0,42.0,500.0
5463,1,Pai Layout,6.0,3800.0,6.0,175.0,633.3333333333334
5464,1,Pai Layout,2.0,1068.0,2.0,48.0,534.0
5465,1,Pai Layout,3.0,1510.0,2.0,65.0,503.3333333333333
5468,1,Panathur,2.0,1359.0,2.0,87.0,679.5
5469,1,Panathur,2.0,1438.0,2.0,100.0,719.0
5470,0,Panathur,3.0,1688.0,3.0,118.0,562.6666666666666
5472,0,Panathur,2.0,1198.0,2.0,77.0,599.0
5473,1,Panathur,2.0,1180.0,2.0,70.0,590.0
5474,1,Panathur,3.0,1546.0,3.0,99.0,515.3333333333334
5476,0,Panathur,2.0,1000.0,2.0,65.3,500.0
5477,1,Panathur,2.0,1109.0,2.0,63.0,554.5
5478,1,Panathur,2.0,1000.0,2.0,68.0,500.0
5479,1,Panathur,2.0,1255.0,2.0,79.0,627.5
5480,0,Panathur,2.0,1205.0,2.0,62.9,602.5
5481,1,Panathur,2.0,1198.0,2.0,82.0,599.0
5482,1,Panathur,2.0,1235.0,2.0,65.0,617.5
5483,0,Panathur,2.0,1210.0,2.0,80.0,605.0
5484,0,Panathur,2.0,1210.0,2.0,77.0,605.0
5485,0,Panathur,1.0,661.0,1.0,40.0,661.0
5486,0,Panathur,2.0,1210.0,2.0,78.0,605.0
5488,1,Panathur,2.0,1050.0,2.0,60.0,525.0
5489,0,Panathur,2.0,1398.0,2.0,97.0,699.0
5490,1,Panathur,2.0,1065.0,2.0,58.0,532.5
5491,0,Panathur,2.0,1007.0,2.0,64.0,503.5
5492,0,Panathur,2.0,1210.0,2.0,77.93,605.0
5493,1,Panathur,2.0,1230.0,2.0,80.0,615.0
5494,1,Panathur,2.0,980.0,2.0,57.0,490.0
5495,1,Panathur,2.0,1075.0,2.0,60.0,537.5
5496,1,Panathur,2.0,1210.0,2.0,69.0,605.0
5497,0,Panathur,2.0,1343.0,2.0,76.0,671.5
5498,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5499,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5500,1,Parappana Agrahara,2.0,1194.0,2.0,46.0,597.0
5501,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5502,1,Parappana Agrahara,2.0,1194.0,2.0,46.0,597.0
5503,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5504,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5505,1,Parappana Agrahara,2.0,1092.0,2.0,43.0,546.0
5506,1,Parappana Agrahara,2.0,1194.0,2.0,45.0,597.0
5507,1,Parappana Agrahara,1.0,1200.0,1.0,45.0,1200.0
5508,1,Parappana Agrahara,2.0,1194.0,2.0,46.0,597.0
5509,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5510,1,Parappana Agrahara,2.0,1194.0,2.0,47.0,597.0
5511,1,Parappana Agrahara,2.0,1194.0,2.0,46.0,597.0
5512,1,Parappana Agrahara,2.0,1194.0,2.0,46.0,597.0
5513,1,Pattandur Agrahara,3.0,1550.0,2.0,80.0,516.6666666666666
5514,1,Pattandur Agrahara,2.0,1025.0,2.0,44.5,512.5
5515,1,Pattandur Agrahara,2.0,1247.0,2.0,59.8,623.5
5516,1,Pattandur Agrahara,2.0,900.0,2.0,42.0,450.0
5517,1,Pattandur Agrahara,2.0,1302.0,2.0,66.0,651.0
5518,1,Pattandur Agrahara,3.0,1550.0,2.0,80.0,516.6666666666666
5519,1,Pattandur Agrahara,2.0,1247.0,2.0,62.35,623.5
5520,1,Pattandur Agrahara,2.0,1350.0,2.0,68.0,675.0
5521,1,Poorna Pragna Layout,2.0,920.0,2.0,39.55,460.0
5524,1,Poorna Pragna Layout,2.0,1160.0,2.0,46.39,580.0
5527,1,Poorna Pragna Layout,2.0,965.0,2.0,48.0,482.5
5532,1,Poorna Pragna Layout,2.0,1160.0,2.0,46.39,580.0
5534,1,Poorna Pragna Layout,2.0,1160.0,2.0,46.39,580.0
5537,1,Poorna Pragna Layout,2.0,960.0,2.0,50.0,480.0
5539,1,Prithvi Layout,4.0,2028.0,4.0,162.0,507.0
5540,1,Prithvi Layout,2.0,1352.0,2.0,87.5,676.0
5541,1,Prithvi Layout,2.0,1190.0,2.0,68.0,595.0
5542,1,Prithvi Layout,2.0,1352.0,2.0,85.0,676.0
5543,1,Prithvi Layout,2.0,1352.0,2.0,75.0,676.0
5544,1,Prithvi Layout,3.0,2273.0,4.0,220.0,757.6666666666666
5545,1,Prithvi Layout,2.0,1352.0,3.0,93.0,676.0
